category,scientific_name,common_names,conservation_status
Vascular Plant,Solidago erecta,Slender Golden-Rod,Conserved
Vascular Plant,Solidago flaccidifolia,"Appalachian Golden-Rod, Thin-Leaved Goldenrod",Conserved
Vascular Plant,Solidago flexicaulis,"A Goldenrod, Zig-Zag Goldenrod",Conserved
Vascular Plant,Solidago gigantea,"A Goldenrod, Tall Goldenrod, Giant Goldenrod",Conserved
Vascular Plant,Solidago glomerata,"A Goldenrod, Skunk Goldenrod",Conserved
Vascular Plant,Solidago hispida,"Hairy Goldenrod, Yellow Hairy Goldenrod",Conserved
Vascular Plant,Solidago juncea,Early Goldenrod,Conserved
Vascular Plant,Solidago nemoralis var. nemoralis,Gray Goldenrod,Conserved
Vascular Plant,Solidago odora,"Fragrant Goldenrod, Sweet Goldenrod",Conserved
Vascular Plant,Solidago patula,"Rough-Leaved Goldenrod, Roundleaf Goldenrod",Conserved
Vascular Plant,Solidago puberula,"Downy Goldenrod, Hairy Goldenrod",Conserved
Vascular Plant,Solidago roanensis,"Roan's Goldenrod, Tennessee Golden-Rod",Conserved
Vascular Plant,Solidago rugosa ssp. aspera,Rough-Stemmed Goldenrod,Conserved
Vascular Plant,Solidago speciosa var. erecta,Erect Goldenrod,Conserved
Vascular Plant,Solidago speciosa var. rigidiuscula,Showy Goldenrod,Conserved
Vascular Plant,Solidago speciosa var. speciosa,Showy Goldenrod,Conserved
Vascular Plant,Solidago sphacelata,"Autumn Goldenrod, Heart-Leaved Goldenrod",Conserved
Vascular Plant,Solidago uliginosa,Bog Goldenrod,Conserved
Vascular Plant,Soliva sessilis,"Field Soliva, Field Burrweed, Field Soliva",Conserved
Vascular Plant,Sonchus arvensis ssp. uliginosus,Moist Sowthistle,Conserved
Vascular Plant,Sonchus asper,"Spiney-Leaved Sonchus, Spiny-Leaf Sowthistle, Perennial Sowthistle, Prickly Sow Thistle, Prickly Sowthistle, Spiny Sowthistle, Spiny-Leaf Sow-Thistle",Conserved
Vascular Plant,Symphyotrichum concolor,Eastern Silver Aster,Conserved
Vascular Plant,Symphyotrichum cordifolium,Common Blue Wood Aster,Conserved
Vascular Plant,Symphyotrichum divaricatum,Southern Annual Saltmarsh Aster,Conserved
Vascular Plant,Symphyotrichum dumosum var. dumosum,Rice Button Aster,Conserved
Vascular Plant,Symphyotrichum laeve var. laeve,Smooth Blue Aster,Conserved
Vascular Plant,Symphyotrichum lateriflorum var. lateriflorum,Calico Aster,Conserved
Vascular Plant,Symphyotrichum lowrieanum,Lowrie's Blue Wood Aster,Conserved
Vascular Plant,Symphyotrichum novae-angliae,New England Aster,Conserved
Vascular Plant,Symphyotrichum oblongifolium,Aromatic Aster,Conserved
Vascular Plant,Symphyotrichum patens var. patens,Late Purple Aster,Conserved
Vascular Plant,Symphyotrichum phlogifolium,Thinleaf Late Purple Aster,Conserved
Vascular Plant,Symphyotrichum pilosum var. pilosum,Hairy White Oldfield Aster,Conserved
Vascular Plant,Symphyotrichum prenanthoides,Crookedstem Aster,Conserved
Vascular Plant,Symphyotrichum puniceum var. puniceum,Purplestem Aster,Conserved
Vascular Plant,Symphyotrichum retroflexum,Rigid Whitetop Aster,Conserved
Vascular Plant,Symphyotrichum shortii,Short's Aster,Conserved
Vascular Plant,Symphyotrichum undulatum,"Wavyleaf Aster, Waxyleaf Aster",Conserved
Vascular Plant,Symphyotrichum urophyllum,White Arrowleaf Aster,Conserved
Vascular Plant,Tanacetum vulgare,"Common Tansy, Common Tansy, Garden Tansy, Golden-Buttons, Tansy",Conserved
Vascular Plant,Taraxacum laevigatum,"Red-Seeded Dandelion, Red-Seed Dandelion, Rock Dandelion",Conserved
Vascular Plant,Taraxacum officinale,"Brown-Seed Dandelion, Common Dandelion, Blowball, Common Dandelion, Dandelion, Faceclock",Conserved
Vascular Plant,Tetragonotheca helianthoides,"Pineland Nerveray, Pineland Squarehead",Conserved
Vascular Plant,Tragopogon porrifolius,"Salsify, Common Salsify, Goatsbeard, Purple Salsify, Salsify",Conserved
Vascular Plant,Tragopogon pratensis,"Yellow Goat's-Beard, Yellow Goatsbeard",Conserved
Vascular Plant,Tussilago farfara,Colt's Foot,Conserved
Vascular Plant,Verbesina alternifolia,Wingstem,Conserved
Vascular Plant,Verbesina occidentalis,"Wingstem, Yellow Crownbeard",Conserved
Vascular Plant,Verbesina virginica,White Crownbeard,Conserved
Vascular Plant,Vernonia gigantea,"Giant Ironweed, Tall Ironweed",Conserved
Vascular Plant,Vernonia noveboracensis,New York Ironweed,Conserved
Vascular Plant,Xanthium strumarium var. glabratum,Rough Cockleburr,Conserved
Vascular Plant,Youngia japonica,Oriental False Hawksbeard,Conserved
Vascular Plant,Campanula aparinoides,"Marsh Bellflower, Marsh Bluebell",Conserved
Vascular Plant,Campanula divaricata,Southern Harebell,Conserved
Vascular Plant,Campanulastrum americanum,Tall Bellflower,Conserved
Vascular Plant,Lobelia amoena,Southern Lobelia,Conserved
Vascular Plant,Lobelia cardinalis,Cardinal Flower,Conserved
Vascular Plant,Lobelia inflata,"Indian Tabacco, Indian-Tobacco",Conserved
Vascular Plant,Lobelia puberula,Downy Lobelia,Conserved
Vascular Plant,Lobelia siphilitica,"Great Blue Lobelia, Great Lobelia",Conserved
Vascular Plant,Lobelia spicata var. leptostachys,Lobelia,Conserved
Vascular Plant,Triodanis biflora,Small Venus' Looking-Glass,Conserved
Vascular Plant,Triodanis perfoliata var. perfoliata,Venus? Looking-Glass,Conserved
Vascular Plant,Buglossoides arvensis,Corn Gromwell,Conserved
Vascular Plant,Cynoglossum officinale,"Gypsyflower, Common Houndstongue, Gypsyflower, Gypsy-Flower, Hound's Tongue, Houndstongue",Conserved
Vascular Plant,Cynoglossum virginianum,"Wild Comfrey, Blue Hound's-Tongue",Conserved
Vascular Plant,Echium vulgare,"Blueweed, Common Viper's-Bugloss",Conserved
Vascular Plant,Hackelia virginiana,"Beggar's Lice, Virginia Stickseed",Conserved
Vascular Plant,Lithospermum canescens,"Hoary Puccoon, Orange Puccoon",Conserved
Vascular Plant,Mertensia virginica,"Virginia Bluebell, Virginia Bluebells",Conserved
Vascular Plant,Myosotis laxa,Bay Forget Me Not,Conserved
Vascular Plant,Myosotis macrosperma,Large-Seeded Forget-Me-Not,Conserved
Vascular Plant,Myosotis scorpioides,"Forget-Me-Not, True Forget-Me-Not",Conserved
Vascular Plant,Myosotis stricta,Strict Forget Me Not,Conserved
Vascular Plant,Myosotis verna,"Early Forget-Me-Not, Spring Forget-Me-Not",Conserved
Vascular Plant,Hydrophyllum canadense,"Blunt-Leaf Waterleaf, Canadian Waterleaf",Conserved
Vascular Plant,Hydrophyllum macrophyllum,"Bigleaf Waterleaf, Large-Leaf Water-Leaf",Conserved
Vascular Plant,Hydrophyllum virginianum var. atranthum,Virginia Waterleaf,Conserved
Vascular Plant,Nemophila aphylla,Nemophila,Conserved
Vascular Plant,Phacelia bipinnatifida,Purple Phacelia,Conserved
Vascular Plant,Phacelia dubia var. dubia,Smallflower Scorpionweed,Conserved
Vascular Plant,Phacelia fimbriata,"Fringed Phacelia, Fringed Scorpion-Weed",Conserved
Vascular Plant,Phacelia purshii,"Miami-Mist, Pursh's Purple Phacelia",Conserved
Vascular Plant,Alliaria petiolata,Garlic Mustard,Conserved
Vascular Plant,Arabidopsis thaliana,"Mouse-Ear Cress, Wall-Cress, Mouseear Cress, Mouse-Ear Cress",Conserved
Vascular Plant,Arabis canadensis,Sicklepod,Conserved
Vascular Plant,Arabis laevigata,Smooth Rockcress,Conserved
Vascular Plant,Arabis laevigata var. burkii,"Burk's Rockcress, Porter's Rockcress",Conserved
Vascular Plant,Arabis laevigata var. laevigata,Smooth Rockcress,Conserved
Vascular Plant,Arabis lyrata,"Lyre-Leaf Rockcress, Lyre-Leaved Rockcress",Conserved
Vascular Plant,Arabis patens,Spreading Rockcress,Conserved
Vascular Plant,Barbarea verna,"Early Watercress, Early Winter-Cress",Conserved
Vascular Plant,Barbarea vulgaris,"Wintercress, Yellow Rocket, Garden Yellow Rocket, Garden Yellowrocket, Winter Cress, Yellow Rocket",Conserved
Vascular Plant,Brassica juncea,India Mustard,Conserved
Vascular Plant,Brassica napus,Rape,Conserved
Vascular Plant,Brassica rapa,"Bird's Rape, Rape Mustard, Bird's Rape, Birdsrape Mustard, Field Mustard, Rape, Rape Mustard, Turnip Rape, Wild Mustard, Wild Rutabaga, Wild Turnip",Conserved
Vascular Plant,Capsella bursa-pastoris,"Common Shepherd's Purse, Shepherd's Purse, Shepherdspurse, Shepherd's-Purse",Conserved
Vascular Plant,Capsella rubella,Reddish Shepherd's Purse,Conserved
Vascular Plant,Cardamine angustata,Pepperwort,Conserved
Vascular Plant,Cardamine bulbosa,Bulbous Bittercress,Conserved
Vascular Plant,Cardamine clematitis,"Mountain Watercress, Mountain Bitter Cress",Species of Concern
Vascular Plant,Cardamine concatenata,"Cutleaf Toothwort, Cut-Leaved Toothwort",Conserved
Vascular Plant,Cardamine diphylla,"Toothwort, Two-Leaf Toothwort",Conserved
Vascular Plant,Cardamine dissecta,Dissected-Leaved Toothwort,Conserved
Vascular Plant,Cardamine flagellifera,"Bitter Cress, Bittercress",Conserved
Vascular Plant,Cardamine hirsuta,"Hairy Bittercress, Hairy Bitter-Cress",Conserved
Vascular Plant,Cardamine parviflora var. arenicola,Sand Bittercress,Conserved
Vascular Plant,Cardamine pensylvanica,"Pennsylvania Bittercress, Pennsylvania Bitter-Cress, Pennsylvania Bittercress, Quaker Bittercress",Conserved
Vascular Plant,Cardamine rotundifolia,"Round Leaf Watercress, Round-Leaf Water Cress",Conserved
Vascular Plant,Conringia orientalis,"Hare's Ear Mustard, Hare's-Ear Mustard",Conserved
Vascular Plant,Draba brachycarpa,"Short-Fruited Whitlow Grass, Short-Fruited Whitlow-Grass",Conserved
Vascular Plant,Draba ramosissima,"Branched Whitlow Grass, Branching Whitlow Grass",Conserved
Vascular Plant,Draba verna,"Whitlow Grass, Spring Draba, Spring Whitlowgrass",Conserved
Vascular Plant,Erysimum cheiranthoides,"Worm-Seed Mustard, Worm-Seed Wallflower, Treacle Wallflower, Wallflower Mustard, Wormseed Mustard, Wormseed Wallflower, Worm-Seed Wallflower",Conserved
Vascular Plant,Hesperis matronalis,"Dames Rocket, Dames Rocket, Dame's Rocket, Dames Violet, Mother-Of-The-Evening",Conserved
Vascular Plant,Lepidium campestre,"Cow-Cress, Field Pepper-Grass, Cream-Anther Field Pepperwort, Field Pepperweed",Conserved
Vascular Plant,Lepidium densiflorum,Common Pepperweed,Conserved
Vascular Plant,Lepidium virginicum,"Poor Man's Pepper, Poor-Man's Pepper-Grass",Conserved
Vascular Plant,Lunaria annua,"Annual Honesty, Moneyplant, Annual Honesty",Conserved
Vascular Plant,Microthlaspi perfoliatum,Claspleaf Pennycress,Conserved
Vascular Plant,Raphanus raphanistrum,Wild Radish,Conserved
Vascular Plant,Rorippa islandica,Northern Marsh Yellowcress,Conserved
Vascular Plant,Rorippa nasturtium-aquaticum,"True Watercress, Watercress, Watercress",Conserved
Vascular Plant,Rorippa palustris,Yellowcress,Conserved
Vascular Plant,Rorippa palustris ssp. fernaldiana,"Fernald's Yellowcress, Bog Yellowcress, Fernald Yellowcress, Fernald's Yellowcress",Conserved
Vascular Plant,Rorippa palustris ssp. palustris,Bog Yellowcress,Conserved
Vascular Plant,Sibara virginica,"Sibara, Virginia Rockcress",Conserved
Vascular Plant,Sisymbrium officinale,"Hairy-Pod Hedgemustard, Hedge-Mustard, Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",Conserved
Vascular Plant,Thlaspi arvense,"Field Pennycress, Fanweed, Field Pennycress, Frenchweed, Pennycress, Stinkweed",Conserved
Vascular Plant,Thlaspi perfoliatum,"Pennycress, Perfoliate Penny-Cress",Conserved
Vascular Plant,Cleome hassleriana,Spider Flower,Conserved
Vascular Plant,Buxus sempervirens,"Boxwood, Common Boxwood",Conserved
Vascular Plant,Pachysandra procumbens,American Pachysandra,Conserved
Vascular Plant,Pachysandra terminalis,Pachysandra,Conserved
Vascular Plant,Amaranthus albus,"White Amaranthus, White Pigweed, Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",Conserved
Vascular Plant,Amaranthus hybridus,"Amaranthus, Smooth Amaranth",Conserved
Vascular Plant,Amaranthus retroflexus,"Green Amaranthus, Red-Root Amaranth, Careless Weed, Redroot Amaranth, Red-Root Amaranth, Redroot Pigweed, Rough Pigweed",Conserved
Vascular Plant,Amaranthus spinosus,"Spiny Amaranth, Spiny Amaranthus",Conserved
Vascular Plant,Chenopodium album var. missouriense,Missouri Lambsquarters,Conserved
Vascular Plant,Chenopodium ambrosioides,"Fragrant Goosefoot, Wormseed Goosefoot",Conserved
Vascular Plant,Chenopodium murale,"Nettle-Leaf Goosefoot, Pigweed",Conserved
Vascular Plant,Opuntia humifusa,Pricklypear,Conserved
Vascular Plant,Agrostemma githago,"Common Corncockle, Corncockle",Conserved
Vascular Plant,Arenaria serpyllifolia,"Thyme-Leaf Sandwort, Thyme-Leaved Sandwort, Thymeleaf Sandwort",Conserved
Vascular Plant,Cerastium brachypetalum,"Short-Petal Chickweed, Short-Petalled Chickweed",Conserved
Vascular Plant,Cerastium fontanum ssp. vulgare,"Common Mouse-Ear Chickweed, Big Chickweed, Common Mouse-Ear Chickweed",Conserved
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed, Sticky Chickweed",Conserved
Vascular Plant,Cerastium nutans var. nutans,Nodding Chickweed,Conserved
Vascular Plant,Dianthus armeria,"Deptford Pink, Deptford-Pink, Deptford Pink",Conserved
Vascular Plant,Dianthus barbatus,"Sweet William, Sweet-William, Sweetwilliam",Conserved
Vascular Plant,Holosteum umbellatum,Jagged Chickweed,Conserved
Vascular Plant,Lychnis coronaria,Rose Campion,Conserved
Vascular Plant,Paronychia argyrocoma,Silvery Nailwort,Conserved
Vascular Plant,Paronychia canadensis,"Forked Chickweed, Forked Nail-Wort",Conserved
Vascular Plant,Paronychia fastigiata,"Cluster-Stemmed Nail-Wort, Forked Chickweed",Conserved
Vascular Plant,Sagina decumbens,"Pearlwort, Small-Flowered Pearlwort",Conserved
Vascular Plant,Saponaria officinalis,"Bouncing-Bet, Soapwort, Bouncing-Bet, Bouncing Bet, Bouncingbet, Bouncingbet Soapweed, Soapwort, Sweet Betty",Conserved
Vascular Plant,Scleranthus annuus,German Knotgrass,Conserved
Vascular Plant,Silene antirrhina,"Sleepy Catchfly, Catchfly, Sleepy Campion, Sleepy Catchfly, Sleepy Silene",Conserved
Vascular Plant,Silene armeria,Sweet William Silene,Conserved
Vascular Plant,Silene dichotoma,Dichotoma Silene,Conserved
Vascular Plant,Silene latifolia ssp. alba,"Bladder Campion, Bladder Campion, Bladder-Campion, Evening Lychnis, White Campion, White Cockle",Conserved
Vascular Plant,Silene noctiflora,Nightflowering Silene,Conserved
Vascular Plant,Silene ovata,"Mountain Catchfly, Rough-Leaved Campion",Species of Concern
Vascular Plant,Silene rotundifolia,"Roundleaf Catchfly, Round-Leaved Campion",Conserved
Vascular Plant,Silene stellata,"Starry Campion, Starry Catchfly",Conserved
Vascular Plant,Silene virginica,Fire Pink,Conserved
Vascular Plant,Silene vulgaris,"Bladder Campion, Bladder Campion, Bladder Silene, Cowbell, Maiden's Tears, Maidenstears, Maiden's-Tears, Rattleweed",Conserved
Vascular Plant,Stellaria alsine,"Chickweed, Trailing Stitchwort",Conserved
Vascular Plant,Stellaria corei,"Core's Starwort, Tennessee Starwort",Conserved
Vascular Plant,Stellaria graminea,"Grasslike Starwort, Little Starwort",Conserved
Vascular Plant,Stellaria longifolia,"Longleaf Stitchwort, Long-Leaved Stitchwort, Longleaf Chickweed, Longleaf Starwort, Long-Leaf Starwort",Conserved
Vascular Plant,Stellaria media,"Common Chickweed, Common Starwort, Chickweed, Common Chickweed, Nodding Chickweed",Conserved
Vascular Plant,Stellaria pubera,"Giant Chickweed, Star Chickweed",Conserved
Vascular Plant,Drosera rotundifolia,"Roundleaf Sundew, Sundew, Roundleaf Sundew",Conserved
Vascular Plant,Mollugo verticillata,"Carpet-Weed, Green Carpet-Weed, Carpetweed, Carpet-Weed, Green Carpetweed, Green Carpet-Weed, Indian Chickweed",Conserved
Vascular Plant,Claytonia caroliniana,"Carolina Spring-Beauty, Spring-Beauty",Conserved
Vascular Plant,Claytonia virginica,"Narrow-Leaved Spring Beauty, Narrow-Leaved Spring-Beauty",Conserved
Vascular Plant,Claytonia virginica var. acutiflora,Virginia Springbeauty,Conserved
Vascular Plant,Mirabilis jalapa,"Common Four-O'Clock, Four-O?Clock",Conserved
Vascular Plant,Phytolacca americana,"Common Pokeweed, Pokeweed",Conserved
Vascular Plant,Fagopyrum esculentum,"Buckwheat, Fagopyrum",Conserved
Vascular Plant,Fagopyrum vulgare,Buckwheat,Conserved
Vascular Plant,Polygonum amphibium var. emersum,"Knotweed, Colored Smartweed, Devil's Shoestring, Longroot Smartweed, Swamp Smartweed, Tanweed",Conserved
Vascular Plant,Polygonum aviculare,"Bird Knotweed, Prostrate Knotweed, Yard Knotweed",Conserved
Vascular Plant,Polygonum caespitosum,"Bristled Knotweed, Bunchy Knotweed, Oriental Lady's Thumb, Oriental Ladysthumb",Conserved
Vascular Plant,Polygonum caespitosum var. longisetum,"Oriental Lady's Thumb, Oriental Ladysthumb",Conserved
Vascular Plant,Polygonum cespitosum,"Oriental Lady's Thumb, Oriental Ladysthumb",Conserved
Vascular Plant,Polygonum cilinode,"Fringed Black Bindweed, Fringed Climbing Buckwheat",Conserved
Vascular Plant,Polygonum coccineum,Longroot Smartweed,Conserved
Vascular Plant,Polygonum convolvulus,"Black Bindweed, Black Bindweed, Black-Bindweed, Climbing Buckwheat, Climbing Knotweed, Cornbind, Dullseed Cornbind, Pink Smartweed, Wild Buckwheat",Conserved
Vascular Plant,Polygonum cuspidatum,Japanese Knotweed,Conserved
Vascular Plant,Polygonum erectum,"Erect Knotweed, Knotweed",Conserved
Vascular Plant,Polygonum hydropiper,"Annual Smartweed, Marshpepper Knotweed, Mild Water-Pepper",Conserved
Vascular Plant,Polygonum hydropiperoides,"A Smartweed, Swamp Smartweed, Swamp Smartweed",Conserved
Vascular Plant,Polygonum lapathifolium,"Dock-Leaf Smartweed, Smartweed, Curltop Ladysthumb, Curlytop Knotweed, Curlytop Smartweed, Dock-Leaf Smartweed, Nodding Smartweed, Pale Smartweed",Conserved
Vascular Plant,Polygonum orientale,"Kiss-Me-Over-The-Garden-Gate, Prince's Feather",Conserved
Vascular Plant,Polygonum pensylvanicum,Pennsylvania Smartweed,Conserved
Vascular Plant,Polygonum persicaria,"Ladys Thumb, Lady's Thumb, Ladysthumb, Lady's-Thumb, Ladysthumb Smartweed, Spotted Knotweed, Spotted Ladysthumb, Spotted Smartweed",Conserved
Vascular Plant,Polygonum punctatum,"Dotted Smartweed, Punctate Smartweed",Conserved
Vascular Plant,Polygonum sagittatum,"Arrow-Leaved Tearthumb, Tearthumb",Conserved
Vascular Plant,Polygonum scandens var. cristatum,Climbing False Buckwheat,Conserved
Vascular Plant,Polygonum setaceum,"Smartweed, Swamp Smartweed",Conserved
Vascular Plant,Polygonum virginianum,Virginia Knotweed,Conserved
Vascular Plant,Rumex acetosella,"Sheep Sorrel, Sheep Sorrell, Common Sheep Sorrel, Field Sorrel, Red Sorrel, Sheep Sorrel",Conserved
Vascular Plant,Rumex crispus,"Curled Dock, Curly Dock, Curly Dock, Narrowleaf Dock, Sour Dock, Yellow Dock",Conserved
Vascular Plant,Rumex obtusifolius,Bitter Dock,Conserved
Vascular Plant,Rumex patientia,Patience Dock,Conserved
Vascular Plant,Portulaca oleracea,"Common Purslane, Akulikuli-Kula, Common Purslane, Duckweed, Garden Purslane, Little Hogweed, Little-Hogweed, Purslane, Pursley, Wild Portulaca",Conserved
Vascular Plant,Celastrus orbiculatus,Oriental Bittersweet,Conserved
Vascular Plant,Celastrus scandens,Climbing Bittersweet,Conserved
Vascular Plant,Euonymus alatus,"Winged Euonymus, Winged Spindle-Tree",Conserved
Vascular Plant,Euonymus americana,"Strawberry Bush, Strawberrybush",Conserved
Vascular Plant,Euonymus atropurpurea,"Eastern Wahoo, Wahoo",Conserved
Vascular Plant,Euonymus atropurpureus,Wahoo,Conserved
Vascular Plant,Euonymus fortunei,"Climbing Euonymus, Winter-Creeper",Conserved
Vascular Plant,Euonymus obovata,Running Strawberry Bush,Conserved
Vascular Plant,Parnassia asarifolia,"Grass-Of-Parnassus, Kidneyleaf Grass-Of-Parnassus",Conserved
Vascular Plant,Parnassia glauca,"Fen Grass Of Parnassus, Fen Grass-Of-Parnassus",Conserved
Vascular Plant,Parnassia grandifolia,"Largeleaf Grass Of Parnassus, Large-Leaved Grass-Of-Parnassus",Species of Concern
Vascular Plant,Commelina communis,"Asiatic Dayflower, Common Dayflower",Conserved
Vascular Plant,Commelina diffusa,Dayflower,Conserved
Vascular Plant,Commelina erecta,"Erect Dayflower, Slender Dayflower",Conserved
Vascular Plant,Commelina virginica,"Virginia Dayflower, Virginia Day-Flower",Conserved
Vascular Plant,Murdannia keisak,Aneilema,Conserved
Vascular Plant,Tradescantia ohiensis,Ohio Spiderwort,Conserved
Vascular Plant,Tradescantia subaspera,Zigzag Spiderwort,Conserved
Vascular Plant,Tradescantia subaspera var. montana,Mountain Spiderwort,Conserved
Vascular Plant,Tradescantia subaspera var. subaspera,Spiderwort,Conserved
Vascular Plant,Tradescantia virginiana,Virginia Spiderwort,Conserved
Vascular Plant,Pontederia cordata,Pickerelweed,Conserved
Vascular Plant,Cornus alternifolia,"Alternate-Leaf Dogwood, Alternate-Leaved Dogwood",Conserved
Vascular Plant,Cornus amomum,Silky Dogwood,Conserved
Vascular Plant,Cornus florida,Flowering Dogwood,Conserved
Vascular Plant,Cornus foemina,"Stiff Dogwood, Swamp Dogwood",Conserved
Vascular Plant,Decumaria barbara,Climbing Hydrangea,Conserved
Vascular Plant,Hydrangea arborescens,Wild Hydrangea,Conserved
Vascular Plant,Hydrangea cinerea,Gray-Leaf Hydrangea,Conserved
Vascular Plant,Hydrangea paniculata,"Hydrangea, Panicle Hydrangea",Conserved
Vascular Plant,Hydrangea radiata,"Snowy Hydrangea, White-Leaf Hydrangea",Conserved
Vascular Plant,Philadelphus hirsutus,Small-Flowered Hairy Mock-Orange,Conserved
Vascular Plant,Philadelphus inodorus,Scentless Mockorange,Conserved
Vascular Plant,Philadelphus inodorus var. grandiflorus,Large-Flowered Hairy Mock-Orange,Conserved
Vascular Plant,Philadelphus inodorus var. strigosus,Mock-Orange,Conserved
Vascular Plant,Philadelphus pubescens var. pubescens,Hoary Mockorange,Conserved
Vascular Plant,Philadelphus sharpianus,Sharp's Mock-Orange,Conserved
Vascular Plant,Nyssa sylvatica,"Black Gum, Black Tupelo",Conserved
Vascular Plant,Staphylea trifolia,"American Bladdernut, Bladdernut",Conserved
Vascular Plant,Cucumis melo,Canteloupe,Conserved
Vascular Plant,Cucurbita pepo,Field Pumpkin,Conserved
Vascular Plant,Melothria pendula,"Creeping Cucumber, Melonette",Conserved
Vascular Plant,Sicyos angulatus,Bur Cucumber,Conserved
Vascular Plant,Dioscorea oppositifolia,Chinese Yam,Conserved
Vascular Plant,Dioscorea quaternata,Wild Yam,Conserved
Vascular Plant,Dioscorea villosa,Wild Yam,Conserved
Vascular Plant,Aletris farinosa,"Colic Root, White-Tubed Colicroot",Conserved
Vascular Plant,Sambucus canadensis,"American Elder, Common Elderberry",Conserved
Vascular Plant,Sambucus nigra ssp. canadensis,"American Black Elderberry, Blue Elder, Common Elderberry, Elder, Elderberry, Mexican Elderberry",Conserved
Vascular Plant,Sambucus racemosa,"European Red Elder, Red Elderberry, Scarlet Elderberry",Conserved
Vascular Plant,Sambucus racemosa var. pubens,Red-Berried Elder,Conserved
Vascular Plant,Sambucus racemosa var. racemosa,"Bunchberry Elder, Red Elderberry",Conserved
Vascular Plant,Viburnum acerifolium,"Maple-Leaf Viburnum, Maple-Leaved Viburnum",Conserved
Vascular Plant,Viburnum dentatum,"Arrow-Wood, Southern Arrow-Wood",Conserved
Vascular Plant,Viburnum lantana,"Way-Faring Tree, Wayfaring-Tree",Conserved
Vascular Plant,Viburnum lantanoides,"Hobblebush, Witchhobble",Conserved
Vascular Plant,Viburnum lentago,"Nannyberry, Nanny-Berry",Conserved
Vascular Plant,Viburnum nudum var. cassinoides,"Northern Wild-Raisin, Wild Raisin",Conserved
Vascular Plant,Viburnum opulus,"Guelder-Rose Viburnum, Highbush Cranberry",Conserved
Vascular Plant,Viburnum plicatum,Chinese Viburnum,Conserved
Vascular Plant,Viburnum prunifolium,"Smooth Blackhaw, Smooth Black-Haw",Conserved
Vascular Plant,Viburnum rafinesquianum,"Downy Arrowwood, Downy Arrow-Wood",Conserved
Vascular Plant,Viburnum recognitum,"Northern Arrow-Wood, Southern Arrowwood",Conserved
Vascular Plant,Viburnum rufidulum,Rusty Blackhaw,Conserved
Vascular Plant,Lonicera canadensis,"American Fly-Honeysuckle, Canadian Honeysuckle",Conserved
Vascular Plant,Lonicera flava,Yellow Honeysuckle,Conserved
Vascular Plant,Lonicera fragrantissima,Fragrant Honeysuckle,Conserved
Vascular Plant,Lonicera japonica,Japanese Honeysuckle,Conserved
Vascular Plant,Lonicera korolkowii,Small-Leaved Honeysuckle,Conserved
Vascular Plant,Lonicera maackii,Amur Honeysuckle,Conserved
Vascular Plant,Lonicera morrowii,"Morrow Honeysuckle, Morrow's Honeysuckle",Conserved
Vascular Plant,Lonicera sempervirens,Trumpet Honeysuckle,Conserved
Vascular Plant,Lonicera standishii,Standish's Honeysuckle,Conserved
Vascular Plant,Lonicera tatarica,"Bush Honeysuckle, Tatarian Honeysuckle",Conserved
Vascular Plant,Symphoricarpos orbiculatus,"Coralberry, Coral-Berry",Conserved
Vascular Plant,Triosteum angustifolium,Yellowfruit Horsegentian,Conserved
Vascular Plant,Triosteum aurantiacum,"Coffee Tinker's-Weed, Horse-Gentian",Conserved
Vascular Plant,Triosteum perfoliatum,Feverwort,Conserved
Vascular Plant,Diervilla lonicera,Northern Bush-Honey-Suckle,Conserved
Vascular Plant,Diervilla sessilifolia,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",Conserved
Vascular Plant,Weigela florida,Weigela,Conserved
Vascular Plant,Dipsacus fullonum,"Teasel, Common Teasel, Fuller's Teasel, Teasel, Venuscup Teasle",Conserved
Vascular Plant,Linnaea borealis,Twinflower,Conserved
Vascular Plant,Valerianella locusta,Lewiston Cornsalad,Conserved
Vascular Plant,Valerianella radiata,"Beaked Corn-Salad, Corn Salad",Conserved
Vascular Plant,Valerianella umbilicata,"Corn Salad, Navel-Shape Corn-Salad",Conserved
Vascular Plant,Equisetum arvense,"Field Horsetail, Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",Conserved
Vascular Plant,Equisetum hyemale var. affine,"Scouringrush Horsetail, Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",Conserved
Vascular Plant,Impatiens capensis,"Orange Jewelweed, Touch-Me-Not, Spotted Jewel-Weed",Conserved
Vascular Plant,Impatiens pallida,"Pale Jewel-Weed, Pale Jewelweed, Touch Me-Not",Conserved
Vascular Plant,Clethra acuminata,Mountain Pepper-Bush,Conserved
Vascular Plant,Galax urceolata,Galax,Conserved
Vascular Plant,Shortia galacifolia,Oconee Bells,Species of Concern
Vascular Plant,Diospyros virginiana,Persimmon,Conserved
Vascular Plant,Chimaphila maculata,"Spotted Wintergreen, Striped Pipsissewa",Conserved
Vascular Plant,Epigaea repens,Trailing Arbutus,Conserved
